student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed
ENSPD004307,Male,29.0,Telecom,5,74.3,26.0,66.8,72.0,100.0,2.0,5.2,24.9,Yes,No,Low,1.0,Yes,Salle 17,60.0,82.0,1.0
ENSPD004308,Female,23.0,Informatique,5,98.0,2.0,68.5,58.8,70.4,0.0,1.7,5.5,Yes,No,Low,0.0,Yes,Salle 2,109.0,59.2,1.0
ENSPD004309,Female,21.0,GenieCivil,4,82.2,37.0,50.0,54.8,52.7,2.0,0.8,0.0,Yes,No,Low,0.0,Yes,Salle 26,173.0,43.9,0.0
ENSPD004310,Female,20.0,GenieCivil,3,100.0,0.0,44.7,61.7,61.5,2.0,0.7,4.5,No,Yes,Middle,1.0,Yes,Salle 2,185.0,65.0,1.0
ENSPD004311,Male,18.0,Energetique,4,73.8,26.0,59.4,46.2,48.8,2.0,0.9,14.7,No,No,Middle,1.0,Yes,Salle 22,70.0,48.5,0.0
ENSPD004312,Female,20.0,Electrique,3,78.9,21.0,63.7,55.5,51.7,1.0,0.4,10.7,Yes,No,Low,4.0,Yes,Salle 16,188.0,53.5,1.0
ENSPD004313,Male,22.0,GenieCivil,1,76.8,23.0,80.9,85.0,49.7,1.0,2.2,7.2,Yes,No,Middle,0.0,Yes,Salle 2,149.0,65.8,1.0
ENSPD004314,Female,25.0,Informatique,2,69.1,31.0,78.8,33.0,62.4,1.0,1.5,6.8,Yes,Yes,Middle,1.0,Yes,Salle 3,298.0,57.0,1.0
ENSPD004315,Female,24.0,Electrique,5,100.0,0.0,67.8,34.3,66.4,0.0,3.0,14.5,Yes,Yes,Middle,1.0,Yes,Salle 20,80.0,59.7,1.0
ENSPD004316,Male,22.0,Informatique,2,91.5,8.0,82.9,76.9,61.0,1.0,0.2,5.0,No,No,Middle,2.0,Yes,Salle 26,298.0,74.9,1.0
ENSPD004317,Female,21.0,Telecom,4,96.6,3.0,50.8,61.6,59.6,0.0,1.0,4.9,No,No,Middle,1.0,No,Salle 3,121.0,57.8,1.0
ENSPD004318,Male,23.0,Chimie,1,82.2,33.0,81.2,27.3,79.2,1.0,1.4,4.5,No,No,Middle,1.0,Yes,Salle 17,96.0,59.6,1.0
ENSPD004319,Male,21.0,GenieCivil,2,84.2,16.0,53.1,60.9,59.4,0.0,1.5,15.1,Yes,Yes,Middle,1.0,Yes,Salle 19,177.0,50.8,1.0
ENSPD004320,Male,25.0,GenieCivil,2,82.2,12.0,83.6,58.3,60.7,1.0,1.3,6.2,Yes,No,High,1.0,Yes,Salle 26,177.0,67.6,1.0
ENSPD004321,Female,22.0,Telecom,1,85.2,15.0,64.8,54.2,60.5,0.0,1.2,12.0,Yes,Yes,High,3.0,Yes,Salle 9,121.0,59.1,1.0
ENSPD004322,Female,22.0,Mecanique,1,68.1,32.0,35.0,74.3,94.9,1.0,0.8,11.2,Yes,No,Low,0.0,Yes,Salle 22,186.0,63.9,1.0
ENSPD004323,Female,18.0,Mecanique,1,94.9,5.0,76.0,38.0,54.2,1.0,2.6,11.5,No,No,Low,2.0,Yes,Salle 3,186.0,50.5,1.0
ENSPD004324,Male,22.0,Energetique,4,83.5,16.0,77.1,62.2,75.9,2.0,1.3,7.5,Yes,No,High,0.0,Yes,Salle 13,70.0,70.0,1.0
ENSPD004325,Female,24.0,Chimie,1,70.5,30.0,58.2,61.6,49.0,0.0,1.4,2.5,Yes,No,Middle,1.0,Yes,Salle 2,96.0,56.5,1.0
ENSPD004326,Female,20.0,Telecom,2,59.7,40.0,59.4,62.7,71.0,0.0,1.6,4.5,Yes,No,Middle,0.0,Yes,Salle 12,161.0,64.2,1.0
ENSPD004327,Male,20.0,Informatique,1,89.3,11.0,62.6,30.8,74.9,1.0,1.8,14.8,Yes,Yes,Middle,2.0,Yes,Salle 27,248.0,62.9,1.0
ENSPD004328,Other,24.0,Informatique,3,100.0,0.0,65.1,61.6,85.7,1.0,0.0,6.7,Yes,No,Middle,0.0,Yes,Salle 15,263.0,62.8,1.0
ENSPD004329,Male,19.0,Informatique,3,69.8,30.0,29.5,62.4,56.3,2.0,0.5,6.6,No,No,Low,1.0,No,Salle 12,263.0,49.0,0.0
ENSPD004330,Female,24.0,Mecanique,3,84.0,16.0,84.5,71.7,41.7,2.0,0.6,8.7,Yes,No,Middle,2.0,Yes,Salle 27,212.0,61.3,1.0
ENSPD004331,Male,21.0,Chimie,2,95.3,5.0,52.6,95.2,63.5,1.0,0.6,7.7,Yes,No,High,0.0,No,Salle 9,119.0,64.3,1.0
ENSPD004332,Male,21.0,Mecanique,1,66.8,33.0,92.8,76.5,83.3,1.0,0.5,5.4,No,Yes,Low,1.0,Yes,Salle 12,186.0,79.4,1.0
ENSPD004333,Male,20.0,Chimie,4,76.2,24.0,85.6,70.3,100.0,1.0,0.6,6.1,No,No,Middle,0.0,No,Salle 22,93.0,89.1,1.0
ENSPD004334,Female,23.0,Mecanique,4,71.7,28.0,88.5,84.9,80.7,0.0,0.6,7.0,No,No,Middle,2.0,Yes,Salle 26,178.0,80.1,1.0
ENSPD004335,Male,27.0,Mecanique,1,93.8,6.0,55.2,61.6,38.8,0.0,4.3,32.0,Yes,No,Middle,0.0,Yes,Salle 28,186.0,51.5,1.0
ENSPD004336,Male,24.0,Energetique,3,97.9,2.0,40.9,90.0,80.0,1.0,0.8,11.8,No,No,High,2.0,Yes,Salle 18,104.0,67.9,1.0
ENSPD004337,Female,20.0,Mecanique,2,83.9,16.0,48.7,82.1,45.1,1.0,0.9,3.9,Yes,No,Middle,0.0,Yes,Salle 9,231.0,56.5,1.0
ENSPD004338,Female,24.0,Mecanique,1,71.9,28.0,58.3,54.0,57.0,0.0,0.6,9.0,Yes,No,Middle,1.0,Yes,Salle 14,186.0,57.2,1.0
ENSPD004339,Male,21.0,Mecanique,4,76.7,23.0,29.4,96.6,67.7,2.0,6.9,32.6,Yes,No,High,1.0,Yes,Salle 6,178.0,62.0,1.0
ENSPD004340,Male,25.0,Informatique,3,74.4,26.0,57.9,70.0,71.1,1.0,1.5,18.2,Yes,No,Low,0.0,Yes,Salle 26,263.0,66.5,1.0
ENSPD004341,Male,24.0,GenieCivil,1,70.3,30.0,62.0,100.0,65.3,2.0,1.9,17.6,No,No,Middle,1.0,Yes,Salle 16,149.0,67.0,1.0
ENSPD004342,Male,17.0,Mecanique,2,80.8,19.0,45.6,67.5,63.5,1.0,2.7,15.4,No,No,Low,0.0,No,Salle 27,231.0,55.5,1.0
ENSPD004343,Female,20.0,Electrique,5,88.9,11.0,49.4,51.9,85.2,0.0,0.8,8.1,No,Yes,Middle,1.0,No,Salle 2,80.0,62.7,1.0
ENSPD004344,Female,24.0,Telecom,4,87.9,12.0,61.7,48.2,53.4,1.0,6.9,28.1,Yes,No,Middle,1.0,Yes,Salle 12,121.0,52.7,1.0
ENSPD004345,Female,22.0,GenieCivil,4,81.9,18.0,70.3,55.6,89.1,3.0,0.3,8.8,Yes,Yes,Middle,3.0,No,Salle 23,173.0,73.5,1.0
ENSPD004346,Male,20.0,Informatique,2,82.2,17.0,51.6,51.7,36.8,1.0,1.2,14.4,Yes,No,Middle,1.0,Yes,Salle 28,298.0,44.3,0.0
ENSPD004347,Female,21.0,Electrique,3,81.0,19.0,69.4,84.9,68.3,0.0,0.3,6.7,Yes,No,High,1.0,No,Salle 15,188.0,69.8,1.0
ENSPD004348,Male,18.0,Informatique,2,66.4,34.0,67.1,61.5,39.5,1.0,3.1,18.5,Yes,No,Middle,3.0,No,Salle 11,298.0,50.8,1.0
ENSPD004349,Female,22.0,Electrique,1,83.9,16.0,65.7,32.9,47.3,4.0,0.2,4.5,No,No,Low,0.0,Yes,Salle 16,143.0,44.0,0.0
ENSPD004350,Female,26.0,Electrique,2,75.0,25.0,55.2,65.8,53.7,0.0,1.4,14.9,Yes,No,Low,1.0,Yes,Salle 10,185.0,55.1,1.0
ENSPD004351,Female,24.0,Informatique,3,65.8,34.0,45.0,64.3,94.4,2.0,0.2,0.4,Yes,No,Low,0.0,Yes,Salle 26,263.0,67.9,1.0
ENSPD004352,Female,26.0,Telecom,2,86.4,14.0,90.4,53.6,90.2,0.0,1.4,5.3,Yes,No,Low,1.0,No,Salle 15,161.0,84.3,1.0
ENSPD004353,Male,24.0,Telecom,4,74.7,25.0,74.5,66.8,81.5,0.0,1.4,11.5,Yes,No,Middle,1.0,No,Salle 18,121.0,71.5,1.0
ENSPD004354,Female,24.0,Telecom,1,84.7,15.0,80.1,61.2,64.7,1.0,4.7,18.2,Yes,No,Middle,1.0,Yes,Salle 7,121.0,66.3,1.0
ENSPD004355,Male,26.0,Mecanique,2,92.2,8.0,63.7,73.4,67.8,0.0,0.1,2.9,Yes,No,Middle,0.0,Yes,Salle 13,231.0,67.6,1.0
ENSPD004356,Female,23.0,Electrique,1,70.6,29.0,62.5,72.3,89.3,3.0,2.1,12.3,Yes,No,Middle,0.0,Yes,Salle 6,143.0,74.9,1.0
ENSPD004357,Male,22.0,Telecom,2,83.1,17.0,72.4,68.6,78.0,1.0,2.4,16.5,Yes,No,Low,1.0,No,Salle 7,161.0,71.3,1.0
ENSPD004358,Female,24.0,Mecanique,1,60.3,40.0,37.5,38.6,64.4,0.0,4.4,23.2,Yes,Yes,Low,2.0,Yes,Salle 29,186.0,42.4,0.0
ENSPD004359,Male,25.0,Telecom,2,100.0,0.0,48.3,100.0,93.7,4.0,4.2,9.5,No,No,Low,0.0,Yes,Salle 22,161.0,86.6,1.0
ENSPD004360,Male,21.0,Informatique,2,65.7,34.0,53.0,34.0,80.3,1.0,7.5,37.3,Yes,No,High,0.0,Yes,Salle 4,298.0,58.1,1.0
ENSPD004361,Male,21.0,Informatique,3,75.8,24.0,58.2,59.7,68.8,0.0,1.4,11.5,Yes,No,Low,1.0,No,Salle 30,263.0,61.4,1.0
ENSPD004362,Female,22.0,Chimie,3,98.1,2.0,51.8,42.3,54.8,1.0,0.6,11.7,No,No,Middle,0.0,No,Salle 12,130.0,48.4,0.0
ENSPD004363,Female,24.0,Chimie,2,79.2,21.0,70.0,69.1,53.0,1.0,1.0,5.1,Yes,No,Middle,1.0,Yes,Salle 17,119.0,59.2,1.0
ENSPD004364,Male,24.0,Chimie,3,67.6,32.0,66.2,64.5,57.3,1.0,1.5,17.3,Yes,Yes,High,1.0,Yes,Salle 26,130.0,62.9,1.0
ENSPD004365,Male,19.0,Energetique,3,90.6,9.0,85.9,59.0,73.1,3.0,0.9,3.9,No,No,Middle,3.0,No,Salle 4,104.0,69.6,1.0
ENSPD004366,Female,26.0,Informatique,2,90.3,10.0,100.0,89.3,80.7,2.0,2.7,13.9,Yes,No,Low,0.0,Yes,Salle 1,298.0,88.6,1.0
ENSPD004367,Male,21.0,Mecanique,4,74.4,26.0,46.1,82.0,63.5,2.0,0.0,10.0,Yes,No,Low,0.0,Yes,Salle 6,178.0,52.4,1.0
ENSPD004368,Male,21.0,Telecom,3,75.7,24.0,67.2,56.1,25.1,3.0,0.0,14.0,Yes,No,Low,1.0,Yes,Salle 5,154.0,43.1,0.0
ENSPD004369,Male,20.0,Informatique,2,76.8,23.0,67.2,76.5,45.0,1.0,2.5,10.3,Yes,No,Middle,0.0,Yes,Salle 4,298.0,59.3,1.0
ENSPD004370,Male,27.0,Electrique,5,79.5,20.0,64.8,61.6,55.8,2.0,4.3,32.2,No,No,Middle,1.0,Yes,Salle 8,80.0,72.7,1.0
ENSPD004371,Male,22.0,GenieCivil,4,59.3,41.0,48.7,81.8,87.9,0.0,3.0,7.5,Yes,No,Middle,1.0,Yes,Salle 18,173.0,77.1,1.0
ENSPD004372,Male,20.0,Informatique,5,79.8,20.0,51.2,59.5,63.5,0.0,0.2,8.8,Yes,No,Middle,1.0,Yes,Salle 7,109.0,54.9,1.0
ENSPD004373,Male,24.0,Mecanique,3,100.0,0.0,68.6,33.4,69.1,2.0,5.5,11.5,No,Yes,Middle,0.0,No,Salle 6,212.0,58.7,1.0
ENSPD004374,Male,24.0,GenieCivil,2,71.2,29.0,50.8,67.8,72.4,0.0,1.5,6.9,Yes,No,Low,2.0,Yes,Salle 12,177.0,65.1,1.0
ENSPD004375,Male,22.0,Telecom,2,75.0,25.0,67.4,74.0,43.5,3.0,1.4,20.7,Yes,No,Middle,0.0,No,Salle 5,161.0,59.0,1.0
ENSPD004376,Male,24.0,Electrique,3,67.8,32.0,61.3,48.1,93.2,3.0,0.4,4.6,No,No,High,3.0,No,Salle 24,188.0,67.0,1.0
ENSPD004377,Male,20.0,Electrique,5,89.3,11.0,67.1,62.4,50.7,1.0,1.6,8.4,No,No,Middle,1.0,No,Salle 1,80.0,54.7,1.0
ENSPD004378,Female,21.0,GenieCivil,3,96.4,4.0,50.7,60.5,95.2,1.0,0.8,2.8,No,No,Low,1.0,Yes,Salle 15,185.0,71.6,1.0
ENSPD004379,Male,18.0,Mecanique,4,96.2,4.0,67.4,87.0,61.5,2.0,7.4,34.3,Yes,No,High,1.0,Yes,Salle 25,178.0,74.1,1.0
ENSPD004380,Male,19.0,Informatique,2,67.0,33.0,51.8,95.4,57.2,3.0,1.3,10.8,Yes,No,Middle,2.0,Yes,Salle 25,298.0,62.6,1.0
ENSPD004381,Male,26.0,GenieCivil,2,88.0,12.0,67.4,83.2,41.8,2.0,2.8,11.4,Yes,Yes,Low,1.0,Yes,Salle 14,177.0,59.1,1.0
ENSPD004382,Male,25.0,Informatique,4,99.2,1.0,85.1,60.5,67.9,1.0,1.8,17.9,No,No,Middle,2.0,No,Salle 26,230.0,73.5,1.0
ENSPD004383,Male,22.0,Informatique,4,88.1,12.0,68.9,82.7,100.0,2.0,0.2,3.4,Yes,No,Low,2.0,Yes,Salle 12,230.0,81.6,1.0
ENSPD004384,Male,25.0,GenieCivil,5,87.7,12.0,69.8,73.7,72.3,1.0,1.6,11.2,No,No,Low,1.0,No,Salle 8,70.0,75.6,1.0
ENSPD004385,Female,22.0,GenieCivil,4,76.3,24.0,77.3,61.6,69.4,2.0,1.6,12.3,Yes,No,Low,4.0,Yes,Salle 12,173.0,67.3,1.0
ENSPD004386,Male,22.0,Informatique,2,84.6,15.0,43.9,99.7,50.7,1.0,2.5,27.0,Yes,No,Middle,2.0,No,Salle 16,298.0,56.6,1.0
ENSPD004387,Female,22.0,Electrique,3,96.8,3.0,90.8,48.7,75.8,2.0,0.8,13.3,Yes,No,Low,1.0,Yes,Salle 25,188.0,75.8,1.0
ENSPD004388,Male,22.0,GenieCivil,4,85.9,14.0,49.2,72.9,67.2,2.0,3.9,23.9,Yes,No,Middle,0.0,Yes,Salle 11,173.0,62.0,1.0
ENSPD004389,Male,22.0,Informatique,3,67.0,33.0,78.2,77.1,62.7,2.0,1.9,10.8,Yes,No,Low,1.0,Yes,Salle 5,263.0,64.9,1.0
ENSPD004390,Male,24.0,Energetique,2,76.5,24.0,76.2,56.8,73.9,1.0,0.1,6.9,Yes,No,Low,1.0,No,Salle 14,71.0,70.4,1.0
ENSPD004391,Male,22.0,Informatique,2,96.5,4.0,51.5,72.1,27.7,0.0,2.5,16.9,Yes,Yes,Middle,3.0,Yes,Salle 12,298.0,49.1,0.0
ENSPD004392,Male,23.0,Telecom,3,85.9,14.0,80.1,79.0,62.0,2.0,4.7,23.7,Yes,No,Middle,0.0,Yes,Salle 29,154.0,74.8,1.0
ENSPD004393,Female,24.0,Informatique,1,83.4,17.0,72.5,66.4,40.1,0.0,2.3,18.0,Yes,No,Middle,0.0,No,Salle 2,248.0,59.5,1.0
ENSPD004394,Male,23.0,Telecom,4,75.4,25.0,93.3,70.5,64.6,1.0,1.0,21.5,Yes,No,Low,1.0,Yes,Salle 20,121.0,70.6,1.0
ENSPD004395,Female,20.0,Informatique,1,96.3,4.0,67.9,63.9,49.5,3.0,1.8,11.5,No,No,Middle,1.0,Yes,Salle 2,248.0,57.5,1.0
ENSPD004396,Female,19.0,Chimie,2,82.2,0.0,63.4,76.4,63.5,0.0,0.4,8.3,Yes,No,Middle,1.0,No,Salle 18,119.0,61.9,1.0
ENSPD004397,Male,22.0,Mecanique,4,97.2,3.0,57.3,57.9,37.3,1.0,1.4,13.8,Yes,No,Middle,0.0,Yes,Salle 12,178.0,48.8,0.0
ENSPD004398,Male,22.0,Chimie,2,99.3,1.0,38.8,56.4,86.3,0.0,1.4,9.7,Yes,No,Middle,1.0,Yes,Salle 5,119.0,66.1,1.0
ENSPD004399,Male,22.0,GenieCivil,4,77.7,22.0,60.2,62.4,50.4,1.0,0.1,2.7,Yes,No,Middle,0.0,Yes,Salle 12,173.0,56.8,1.0
ENSPD004400,Male,22.0,Informatique,2,76.0,24.0,60.9,83.3,51.5,1.0,0.8,5.3,Yes,No,Low,1.0,No,Salle 1,298.0,60.8,1.0
ENSPD004401,Male,27.0,Chimie,5,80.1,20.0,68.9,30.5,63.5,1.0,0.4,15.6,No,No,Low,1.0,No,Salle 26,48.0,67.0,1.0
ENSPD004402,Male,19.0,Informatique,1,82.5,18.0,43.7,45.6,75.4,1.0,1.0,9.6,Yes,No,Middle,1.0,Yes,Salle 10,248.0,58.1,1.0
ENSPD004403,Male,18.0,Telecom,1,99.2,1.0,61.4,100.0,23.3,1.0,0.6,11.5,Yes,No,Low,1.0,No,Salle 26,121.0,63.6,1.0
ENSPD004404,Male,23.0,Informatique,4,96.0,4.0,73.6,67.0,91.7,1.0,3.6,18.3,Yes,No,High,0.0,Yes,Salle 17,230.0,77.3,1.0
ENSPD004405,Other,21.0,GenieCivil,4,82.2,12.0,75.1,54.7,97.0,2.0,2.4,16.3,Yes,No,Middle,1.0,Yes,Salle 3,173.0,79.8,1.0
ENSPD004406,Female,23.0,Chimie,2,64.8,35.0,37.1,76.3,95.1,0.0,1.4,17.9,Yes,No,Low,1.0,No,Salle 13,119.0,68.8,1.0
ENSPD004407,Female,23.0,Mecanique,5,61.7,38.0,65.1,47.9,77.4,2.0,0.9,7.6,Yes,No,High,0.0,Yes,Salle 7,67.0,66.6,1.0
ENSPD004408,Male,25.0,Informatique,3,84.9,15.0,61.3,24.1,42.0,3.0,0.0,6.1,Yes,Yes,Middle,1.0,Yes,Salle 8,263.0,44.9,0.0
ENSPD004409,Male,19.0,Chimie,5,92.6,7.0,62.2,68.4,63.0,2.0,0.5,12.1,Yes,No,Middle,0.0,Yes,Salle 11,48.0,65.3,1.0
ENSPD004410,Male,21.0,Chimie,3,81.0,19.0,29.5,48.8,35.0,0.0,2.8,11.7,Yes,No,Middle,1.0,Yes,Salle 17,130.0,33.2,0.0
ENSPD004411,Male,23.0,Telecom,3,100.0,0.0,87.4,63.8,46.7,1.0,1.8,13.1,Yes,No,Middle,1.0,Yes,Salle 10,154.0,68.6,1.0
ENSPD004412,Male,24.0,Mecanique,2,69.0,31.0,67.7,67.9,41.8,1.0,1.5,11.5,No,No,Low,2.0,Yes,Salle 26,231.0,54.5,1.0
ENSPD004413,Female,26.0,GenieCivil,2,67.5,32.0,42.0,64.6,51.5,0.0,0.7,11.0,Yes,No,High,3.0,No,Salle 15,177.0,49.6,0.0
ENSPD004414,Female,24.0,Mecanique,3,74.0,26.0,70.6,31.2,67.3,1.0,0.2,9.6,Yes,Yes,Low,1.0,No,Salle 6,212.0,45.9,0.0
ENSPD004415,Male,22.0,Mecanique,2,73.6,26.0,70.2,62.5,55.1,0.0,3.1,20.3,Yes,No,Middle,2.0,Yes,Salle 9,231.0,60.2,1.0
ENSPD004416,Male,20.0,Chimie,1,88.3,12.0,83.3,70.0,54.2,3.0,1.4,10.2,Yes,No,Middle,2.0,Yes,Salle 26,96.0,66.3,1.0
ENSPD004417,Male,21.0,Mecanique,2,76.9,23.0,60.4,36.8,58.2,0.0,0.1,3.8,No,Yes,High,0.0,Yes,Salle 26,231.0,53.0,1.0
ENSPD004418,Male,21.0,GenieCivil,1,63.4,37.0,65.1,34.7,94.0,1.0,0.7,13.6,Yes,No,Middle,0.0,No,Salle 2,149.0,64.4,1.0
ENSPD004419,Male,23.0,GenieCivil,4,92.7,7.0,55.4,42.8,100.0,1.0,1.7,12.3,Yes,No,Middle,0.0,Yes,Salle 2,173.0,69.8,1.0
ENSPD004420,Male,23.0,Chimie,3,60.9,39.0,65.1,75.4,55.0,3.0,9.7,47.3,Yes,No,Low,4.0,No,Salle 22,130.0,64.5,1.0
ENSPD004421,Male,19.0,Telecom,4,69.1,31.0,53.2,26.0,70.7,2.0,0.2,0.6,Yes,No,Middle,1.0,No,Salle 12,121.0,59.2,1.0
ENSPD004422,Female,21.0,Electrique,5,62.5,38.0,51.6,76.9,47.2,2.0,1.3,12.9,No,No,Middle,2.0,No,Salle 17,80.0,55.3,1.0
ENSPD004423,Female,24.0,GenieCivil,3,84.5,16.0,64.0,61.6,79.4,0.0,1.8,12.8,Yes,Yes,Middle,0.0,Yes,Salle 18,185.0,67.9,1.0
ENSPD004424,Female,23.0,Chimie,5,84.2,16.0,46.6,57.4,54.5,1.0,3.5,17.8,Yes,Yes,Middle,1.0,No,Salle 12,48.0,54.7,1.0
ENSPD004425,Male,23.0,Electrique,2,100.0,0.0,89.0,35.3,49.8,1.0,2.3,19.4,No,No,Middle,1.0,Yes,Salle 21,185.0,56.8,1.0
ENSPD004426,Male,23.0,Informatique,1,93.0,7.0,93.9,47.7,100.0,1.0,3.3,19.1,No,No,Low,1.0,Yes,Salle 30,248.0,79.8,1.0
ENSPD004427,Male,25.0,Informatique,2,99.3,1.0,58.2,76.1,36.9,1.0,1.5,11.8,No,No,Middle,1.0,Yes,Salle 22,298.0,51.7,1.0
ENSPD004428,Male,22.0,Informatique,3,85.5,14.0,44.2,84.6,14.9,1.0,1.1,3.7,Yes,No,High,1.0,Yes,Salle 28,263.0,43.8,0.0
ENSPD004429,Male,21.0,GenieCivil,4,70.3,30.0,70.0,43.4,78.7,0.0,1.9,11.5,Yes,No,Middle,0.0,Yes,Salle 14,173.0,65.1,1.0
ENSPD004430,Female,20.0,Telecom,3,82.2,16.0,57.8,82.6,56.6,0.0,4.6,24.1,Yes,No,Middle,1.0,Yes,Salle 21,154.0,65.8,1.0
ENSPD004431,Female,22.0,Mecanique,2,89.1,11.0,82.6,74.3,51.1,3.0,1.6,8.7,No,No,Middle,1.0,Yes,Salle 3,231.0,63.7,1.0
ENSPD004432,Male,17.0,Mecanique,4,90.4,10.0,65.1,61.9,100.0,2.0,1.9,18.4,Yes,No,Middle,1.0,Yes,Salle 6,178.0,76.9,1.0
ENSPD004433,Male,22.0,Telecom,3,76.3,24.0,73.2,48.7,63.5,1.0,0.8,7.0,Yes,No,Middle,1.0,Yes,Salle 25,154.0,61.7,1.0
ENSPD004434,Female,22.0,Telecom,1,87.9,12.0,66.7,51.5,62.8,1.0,1.8,8.3,No,No,Middle,1.0,Yes,Salle 4,121.0,59.5,1.0
ENSPD004435,Male,19.0,Electrique,3,70.8,29.0,54.9,94.8,49.8,0.0,1.4,8.5,Yes,No,Middle,1.0,Yes,Salle 26,188.0,63.7,1.0
ENSPD004436,Male,20.0,Mecanique,5,69.5,30.0,65.1,61.6,72.9,0.0,2.8,15.7,No,No,High,0.0,No,Salle 19,67.0,65.9,1.0
ENSPD004437,Male,24.0,Informatique,4,68.6,31.0,65.1,85.9,29.3,2.0,1.7,15.2,Yes,No,High,1.0,Yes,Salle 15,230.0,57.4,1.0
ENSPD004438,Female,22.0,Informatique,3,82.3,18.0,66.3,61.6,53.7,0.0,0.4,11.5,Yes,No,High,1.0,No,Salle 10,263.0,59.3,0.0
ENSPD004439,Other,22.0,Informatique,2,67.9,32.0,66.5,53.9,63.3,1.0,1.7,7.6,No,No,Low,2.0,Yes,Salle 7,298.0,61.2,1.0
ENSPD004440,Male,23.0,Mecanique,1,76.9,23.0,51.9,72.5,68.3,0.0,0.7,5.5,No,No,Middle,0.0,Yes,Salle 26,186.0,60.9,1.0
ENSPD004441,Female,22.0,Electrique,2,92.8,7.0,82.2,100.0,61.2,3.0,0.2,5.5,Yes,No,Middle,2.0,Yes,Salle 11,185.0,80.3,1.0
ENSPD004442,Female,24.0,Informatique,4,69.7,30.0,80.7,50.4,50.1,4.0,3.5,14.8,Yes,No,Middle,1.0,Yes,Salle 24,230.0,56.6,1.0
ENSPD004443,Male,22.0,Informatique,2,75.9,24.0,58.8,78.4,82.4,2.0,0.1,5.9,Yes,No,Middle,0.0,Yes,Salle 26,298.0,73.5,1.0
ENSPD004444,Male,19.0,Informatique,2,82.9,17.0,63.1,65.4,31.0,1.0,1.4,19.2,Yes,Yes,Middle,1.0,Yes,Salle 13,298.0,53.5,1.0
ENSPD004445,Male,25.0,Electrique,5,85.0,15.0,86.2,35.9,58.4,0.0,8.9,40.5,Yes,No,Middle,1.0,Yes,Salle 9,80.0,55.7,1.0
ENSPD004446,Female,23.0,Electrique,4,76.0,24.0,48.0,35.5,53.6,0.0,0.2,4.2,Yes,No,Middle,0.0,Yes,Salle 27,157.0,47.6,0.0
ENSPD004447,Male,21.0,Electrique,3,91.4,9.0,74.1,53.9,84.2,1.0,0.5,11.5,Yes,No,Middle,1.0,Yes,Salle 16,188.0,75.5,1.0
ENSPD004448,Female,19.0,Mecanique,1,89.1,11.0,56.6,68.3,54.8,0.0,2.9,12.0,Yes,No,Middle,0.0,Yes,Salle 7,186.0,52.7,1.0
ENSPD004449,Male,23.0,Mecanique,1,95.7,4.0,91.7,77.8,72.8,2.0,0.2,7.9,Yes,No,Middle,1.0,Yes,Salle 6,186.0,77.2,1.0
ENSPD004450,Female,22.0,Informatique,1,81.0,19.0,66.0,33.7,70.7,2.0,3.6,11.5,Yes,No,Middle,2.0,Yes,Salle 16,248.0,59.8,1.0
ENSPD004451,Male,25.0,Mecanique,3,75.8,24.0,83.9,73.7,27.3,1.0,0.0,11.5,No,No,High,0.0,Yes,Salle 5,212.0,58.8,1.0
ENSPD004452,Male,21.0,Telecom,1,73.8,26.0,53.6,59.9,62.7,1.0,4.4,27.6,Yes,No,Low,0.0,No,Salle 5,121.0,49.7,0.0
ENSPD004453,Female,20.0,Energetique,4,85.7,14.0,46.3,62.1,29.1,1.0,0.1,0.0,No,No,Middle,0.0,No,Salle 13,70.0,41.1,0.0
ENSPD004454,Female,24.0,Electrique,5,77.5,22.0,61.5,72.6,63.5,0.0,5.1,26.2,No,No,Middle,2.0,Yes,Salle 26,80.0,66.9,1.0
ENSPD004455,Female,24.0,Telecom,2,75.2,25.0,68.9,93.4,49.4,1.0,4.0,15.2,Yes,No,Middle,1.0,No,Salle 15,161.0,62.7,1.0
ENSPD004456,Male,22.0,Electrique,2,76.6,23.0,65.1,67.5,87.7,5.0,1.6,16.0,Yes,No,High,1.0,Yes,Salle 17,185.0,68.5,1.0
ENSPD004457,Female,23.0,Informatique,4,73.8,26.0,76.4,37.6,60.4,1.0,3.0,13.2,Yes,Yes,Middle,0.0,Yes,Salle 11,230.0,55.9,1.0
ENSPD004458,Male,22.0,Energetique,5,84.4,16.0,61.9,58.6,48.6,1.0,0.2,8.9,Yes,No,Low,1.0,No,Salle 14,40.0,53.9,1.0
ENSPD004459,Male,22.0,Informatique,4,65.0,35.0,33.8,77.3,88.0,2.0,0.3,10.8,Yes,No,Middle,0.0,Yes,Salle 23,230.0,64.1,1.0
ENSPD004460,Male,24.0,Electrique,1,82.2,14.0,73.3,77.9,46.6,5.0,0.9,1.3,Yes,No,High,0.0,No,Salle 22,143.0,63.8,1.0
ENSPD004461,Male,23.0,Mecanique,1,90.1,10.0,51.8,74.0,81.9,0.0,1.5,16.9,Yes,No,Middle,0.0,Yes,Salle 7,186.0,72.4,1.0
