student_id,gender,age,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed,ratio_presence_note,participation_projets_ponderee,moyenne_filiere,gender_encoded,scholarship_encoded,lab_access_encoded,supervisor_assigned_encoded,filiere_Electrique,filiere_Energetique,filiere_GenieCivil,filiere_Informatique,filiere_Mecanique,filiere_Telecom
ENSPD003913,Male,20.0,2,0.3965785381026439,39.0,0.688195991091314,0.904,0.8220000000000001,3.0,1.1,10.7,No,No,Middle,1.0,Yes,Salle 1,298.0,0.75,1.0,0.11153260750920987,0.3672,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD003914,Female,20.0,1,0.7916018662519438,13.0,0.5356347438752784,0.616,0.635,1.0,1.4,11.9,Yes,Yes,Middle,0.0,Yes,Salle 26,149.0,0.2652777777777777,0.0,0.5199947793328343,0.1732,61.453713527851455,0,1,1,1,False,False,True,False,False,False
ENSPD003915,Female,20.0,1,0.7744945567651632,14.0,0.3830734966592428,0.7340000000000001,0.635,2.0,2.1,11.5,Yes,Yes,Middle,1.0,Yes,Salle 25,186.0,0.6152777777777778,1.0,0.2658356839180219,0.342,61.916933638443936,0,1,1,1,False,False,False,False,True,False
ENSPD003916,Male,20.0,4,0.3965785381026439,39.0,0.4064587973273942,1.0,0.38200000000000006,1.0,1.6,11.7,No,Yes,Low,0.0,Yes,Salle 1,157.0,0.5069444444444444,1.0,0.187192693367721,0.12240000000000001,61.800132802124836,1,1,1,0,True,False,False,False,False,False
ENSPD003917,Female,17.0,4,0.7869362363919129,14.0,0.39420935412026725,0.53,0.425,2.0,0.4,11.5,Yes,No,Middle,2.0,Yes,Salle 10,173.0,0.28055555555555556,0.0,0.5008495100783436,0.3452,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD003918,Male,23.0,2,0.645412130637636,23.0,0.9242761692650334,0.441,0.499,1.0,1.9,13.9,Yes,No,Middle,0.0,No,Salle 23,298.0,0.4541666666666666,1.0,0.3030735198477874,0.1544,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD003919,Female,26.0,2,0.5692068429237945,28.0,0.6581291759465479,0.498,0.8570000000000001,0.0,0.8,11.0,No,Yes,Middle,1.0,Yes,Salle 2,71.0,0.6666666666666667,1.0,0.18404224621903806,0.0,60.567119565217396,0,1,1,0,False,True,False,False,False,False
ENSPD003920,Female,22.0,4,0.6578538102643857,22.0,0.5133630289532294,0.935,0.462,2.0,3.4,15.8,Yes,No,Middle,1.0,Yes,Salle 4,173.0,0.5277777777777778,1.0,0.26838931287289824,0.312,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD003921,Female,19.0,5,0.2643856920684292,47.0,0.6113585746102449,0.881,0.509,1.0,0.4,7.3,Yes,No,Low,1.0,Yes,Salle 15,70.0,0.49583333333333335,1.0,0.14473960444393083,0.10540000000000001,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD003922,Male,21.0,4,0.609642301710731,25.0,0.46770601336302897,0.525,0.44799999999999995,1.0,0.7,12.8,No,No,Low,1.0,Yes,Salle 29,70.0,0.34305555555555556,0.0,0.3625379294736216,0.14980000000000002,60.567119565217396,1,0,1,0,False,True,False,False,False,False
ENSPD003923,Female,21.0,3,0.7231726283048211,26.0,0.5089086859688196,0.196,0.691,0.0,1.2,12.8,Yes,No,Middle,4.0,Yes,Salle 15,263.0,0.4013888888888889,1.0,0.36711597366326343,0.0,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD003924,Male,20.0,2,0.8242612752721618,11.0,0.8296213808463252,0.583,0.789,0.0,2.7,11.5,No,No,Middle,0.0,Yes,Salle 24,298.0,0.734722222222222,1.0,0.2329203046025106,0.0,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD003925,Other,24.0,3,0.6905132192846034,20.0,0.6057906458797326,0.438,0.981,3.0,2.6,11.5,Yes,No,Middle,0.0,Yes,Salle 24,130.0,0.7013888888888888,0.0,0.20728571679807292,0.48059999999999997,61.93600823045268,2,0,1,1,False,False,False,False,False,False
ENSPD003926,Male,24.0,2,0.8398133748055988,10.0,0.3685968819599109,0.531,1.0,0.0,0.8,14.2,Yes,No,Middle,2.0,Yes,Salle 26,231.0,0.6319444444444444,1.0,0.2785369539600768,0.0,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD003927,Female,20.0,4,0.2441679626749611,49.0,0.9966592427616927,0.43,0.77,0.0,1.4,11.6,No,No,Middle,0.0,No,Salle 26,93.0,0.6638888888888889,1.0,0.08913131737188282,0.0,61.93600823045268,0,0,0,0,False,False,False,False,False,False
ENSPD003928,Female,23.0,2,0.56298600311042,28.0,0.4198218262806236,0.33,0.713,1.0,0.5,10.8,No,Yes,Middle,1.0,No,Salle 20,231.0,0.3472222222222222,0.0,0.3391043255444264,0.1438,61.916933638443936,0,1,0,0,False,False,False,False,True,False
ENSPD003929,Female,25.0,4,0.8242612752721618,11.0,0.5111358574610245,0.616,0.397,1.0,2.9,19.8,Yes,No,Low,1.0,No,Salle 4,230.0,0.5291666666666666,1.0,0.3245442935764612,0.1774,61.36358885017421,0,0,0,1,False,False,False,True,False,False
ENSPD003930,Male,26.0,2,0.6625194401244167,22.0,0.8296213808463252,0.49700000000000005,1.0,0.0,0.4,7.0,Yes,No,Middle,1.0,No,Salle 22,177.0,0.6888888888888889,1.0,0.20361012023807698,0.0,61.453713527851455,1,0,0,1,False,False,True,False,False,False
ENSPD003931,Female,28.0,4,0.8771384136858474,8.0,0.6792873051224945,0.8740000000000001,0.6829999999999999,3.0,3.4,23.8,No,No,Middle,2.0,Yes,Salle 26,230.0,0.7194444444444443,1.0,0.25324626789450877,0.5525999999999999,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD003932,Male,20.0,2,0.3825816485225505,40.0,0.532293986636971,0.58,0.5820000000000001,2.0,5.5,23.0,Yes,No,High,1.0,Yes,Salle 14,119.0,0.40694444444444444,1.0,0.22738521682283738,0.2412,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD003933,Female,28.0,2,0.8569206842923794,9.0,0.40423162583518935,0.41600000000000004,0.635,1.0,9.6,45.1,Yes,No,High,0.0,Yes,Salle 21,185.0,0.45138888888888895,1.0,0.3841854303147738,0.1816,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD003934,Male,21.0,3,0.6003110419906686,26.0,0.4487750556792873,0.7120000000000001,0.513,2.0,3.9,18.4,Yes,No,Middle,2.0,Yes,Salle 25,154.0,0.46666666666666656,1.0,0.2793254302495295,0.2972,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD003935,Male,21.0,1,0.583203732503888,27.0,0.4587973273942093,0.55,0.635,2.0,0.5,11.5,Yes,No,Low,2.0,Yes,Salle 21,96.0,0.1444444444444445,0.0,0.562741280212723,0.2928,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD003936,Male,23.0,5,0.9051321928460342,6.0,0.6113585746102449,0.583,0.7540000000000001,2.0,1.1,9.3,No,No,Middle,1.0,Yes,Salle 6,109.0,0.5972222222222222,1.0,0.3152477538158497,0.37560000000000004,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD003937,Male,21.0,3,0.9362363919129083,4.0,0.6425389755011137,0.6459999999999999,0.908,1.0,0.2,9.6,Yes,No,Middle,1.0,No,Salle 8,130.0,0.7013888888888888,1.0,0.2770862370474495,0.19180000000000003,61.93600823045268,1,0,0,1,False,False,False,False,False,False
ENSPD003938,Male,23.0,3,0.9129082426127527,6.0,0.5857461024498887,0.474,0.751,0.0,0.4,11.5,No,No,Low,1.0,No,Salle 26,188.0,0.6166666666666666,1.0,0.30809154833618,0.0,61.800132802124836,1,0,0,0,True,False,False,False,False,False
ENSPD003939,Male,19.0,4,0.9999999999999999,0.0,0.6035634743875279,0.32799999999999996,0.639,2.0,1.4,11.5,Yes,No,Middle,0.0,Yes,Salle 14,157.0,0.38888888888888895,1.0,0.4893385920437352,0.4,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD003940,Male,22.0,4,0.9564541213063763,3.0,0.4342984409799555,0.616,0.643,1.0,2.0,15.1,No,No,Low,1.0,Yes,Salle 20,121.0,0.4736111111111111,1.0,0.40573076247886064,0.19440000000000002,61.59497568881685,1,0,1,0,False,False,False,False,False,True
ENSPD003941,Female,25.0,3,0.5723172628304821,28.0,0.6592427616926504,0.794,0.674,1.0,1.5,12.8,Yes,No,Middle,2.0,No,Salle 10,188.0,0.5291666666666666,1.0,0.2384996997969797,0.145,61.800132802124836,0,0,0,1,True,False,False,False,False,False
ENSPD003942,Female,22.0,5,0.7465007776049767,16.0,0.8240534521158129,0.45799999999999996,0.668,0.0,5.0,24.2,Yes,No,Middle,1.0,Yes,Salle 10,70.0,0.5499999999999999,1.0,0.2873687613405127,0.0,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD003943,Male,22.0,1,0.6531881804043546,22.0,0.5835189309576838,0.648,0.628,1.0,1.2,13.3,Yes,No,Middle,2.0,Yes,Salle 2,143.0,0.5305555555555556,1.0,0.2654468099400743,0.1554,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD003944,Male,23.0,1,0.9999999999999999,0.0,0.5801781737193764,0.891,0.645,3.0,2.1,13.0,Yes,No,Middle,0.0,Yes,Salle 18,186.0,0.5708333333333333,1.0,0.3597820556820529,0.6,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD003945,Male,24.0,3,0.926905132192846,5.0,0.623608017817372,0.604,0.951,1.0,1.0,5.9,Yes,No,High,1.0,Yes,Salle 13,263.0,0.7083333333333333,1.0,0.27159857668447407,0.1906,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD003946,Male,19.0,2,0.7231726283048211,20.0,0.7973273942093541,0.616,0.7340000000000001,1.0,1.4,20.1,Yes,No,Middle,2.0,Yes,Salle 16,185.0,0.726388888888889,1.0,0.2079053738333199,0.16440000000000002,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD003947,Female,23.0,2,0.7231726283048211,8.0,0.4610244988864143,0.63,0.6609999999999999,1.0,5.2,27.6,Yes,Yes,Middle,5.0,Yes,Salle 27,231.0,0.5027777777777778,1.0,0.30398543829094926,0.16440000000000002,61.916933638443936,0,1,1,1,False,False,False,False,True,False
ENSPD003948,Female,21.0,2,0.4898911353032659,33.0,0.8530066815144766,0.616,0.772,1.0,1.1,0.0,No,No,Low,2.0,Yes,Salle 10,298.0,0.6083333333333333,1.0,0.17998398988984413,0.13440000000000002,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD003949,Male,22.0,2,0.7667185069984447,15.0,0.6804008908685969,0.441,0.772,0.0,1.4,15.4,Yes,No,Low,1.0,Yes,Salle 29,298.0,0.5555555555555556,1.0,0.2913195050294084,0.0,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD003950,Male,24.0,4,0.5443234836702956,29.0,0.6146993318485524,0.44200000000000006,0.8290000000000001,2.0,0.4,17.9,Yes,Yes,Middle,4.0,Yes,Salle 21,157.0,0.5416666666666667,1.0,0.22350568473057567,0.2828,61.800132802124836,1,1,1,1,True,False,False,False,False,False
ENSPD003951,Male,20.0,3,0.4043545878693624,38.0,0.8129175946547884,0.6859999999999999,0.489,0.0,2.5,11.7,No,No,Low,2.0,Yes,Salle 16,212.0,0.5263888888888889,1.0,0.18220934758168347,0.0,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD003952,Female,20.0,5,0.8662519440124418,9.0,0.4131403118040089,0.756,0.544,1.0,0.8,10.7,No,No,Middle,0.0,Yes,Salle 18,48.0,0.48611111111111116,1.0,0.3647429683028248,0.18280000000000002,61.93600823045268,0,0,1,0,False,False,False,False,False,False
ENSPD003953,Female,18.0,4,0.8895800933125974,7.0,0.6971046770601336,0.765,0.47700000000000004,1.0,3.1,13.1,Yes,No,Low,1.0,Yes,Salle 29,178.0,0.5166666666666666,1.0,0.3542045624064738,0.18580000000000002,61.916933638443936,0,0,1,1,False,False,False,False,True,False
ENSPD003954,Male,21.0,2,0.8055987558320373,12.0,0.6826280623608018,0.552,0.793,1.0,2.8,9.6,Yes,No,Middle,0.0,Yes,Salle 18,177.0,0.6722222222222222,1.0,0.2513145615168284,0.17500000000000002,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD003955,Male,25.0,2,0.6858475894245722,20.0,0.4543429844097996,0.8170000000000001,0.784,1.0,2.4,12.8,Yes,No,Middle,3.0,Yes,Salle 4,177.0,0.6458333333333334,1.0,0.22619205498213804,0.1596,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD003956,Female,22.0,2,0.48367029548989116,33.0,0.6870824053452117,0.675,0.385,0.0,3.4,13.1,Yes,No,Low,2.0,No,Salle 23,185.0,0.46666666666666656,1.0,0.2363339923704125,0.0,61.800132802124836,0,0,0,1,True,False,False,False,False,False
ENSPD003957,Female,19.0,4,0.5038880248833592,32.0,0.6570155902004455,0.633,0.718,0.0,2.8,18.3,No,No,Middle,3.0,Yes,Salle 17,178.0,0.5958333333333332,1.0,0.18886347502124237,0.0,61.916933638443936,0,0,1,0,False,False,False,False,True,False
ENSPD003958,Male,21.0,1,0.5396578538102644,30.0,0.5801781737193764,0.019,0.914,1.0,2.0,16.5,Yes,No,Middle,2.0,No,Salle 5,83.0,0.5027777777777778,1.0,0.23930624290116406,0.1408,60.567119565217396,1,0,0,1,False,True,False,False,False,False
ENSPD003959,Male,19.0,2,0.6765163297045101,21.0,0.7538975501113586,0.616,0.593,0.0,0.0,12.0,No,No,Middle,0.0,No,Salle 19,71.0,0.523611111111111,1.0,0.2768490154968464,0.0,60.567119565217396,1,0,0,0,False,True,False,False,False,False
ENSPD003960,Male,20.0,4,0.9206842923794712,5.0,0.5144766146993318,0.616,0.635,1.0,1.4,11.2,No,Yes,Middle,1.0,Yes,Salle 3,121.0,0.4305555555555556,1.0,0.42350379592220766,0.18980000000000002,61.59497568881685,1,1,1,0,False,False,False,False,False,True
ENSPD003961,Male,23.0,3,0.9175738724727839,5.0,0.655902004454343,0.733,0.7859999999999999,2.0,1.8,15.7,Yes,No,Low,1.0,Yes,Salle 24,154.0,0.7013888888888888,1.0,0.27178493171205387,0.3788,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD003962,Male,20.0,2,0.41213063763608093,38.0,0.5879732739420935,0.637,0.376,1.0,6.5,32.6,Yes,No,Middle,2.0,Yes,Salle 12,177.0,0.37083333333333335,0.0,0.2592673443024883,0.12440000000000001,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD003963,Male,24.0,1,0.5909797822706065,26.0,0.6113585746102449,0.42700000000000005,0.67,1.0,2.1,11.5,No,No,Middle,5.0,Yes,Salle 29,149.0,0.4083333333333333,1.0,0.30961885831462743,0.1474,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD003964,Female,22.0,4,0.5863141524105754,27.0,0.6937639198218263,0.675,0.635,2.0,1.7,7.8,Yes,No,High,4.0,Yes,Salle 4,93.0,0.7097222222222221,1.0,0.17506821719554264,0.2936,61.93600823045268,0,0,1,1,False,False,False,False,False,False
ENSPD003965,Male,22.0,4,0.24727838258164847,48.0,0.5757238307349666,0.364,0.635,3.0,1.6,10.4,Yes,Yes,Middle,1.0,No,Salle 27,157.0,0.26111111111111107,0.0,0.25343227656224077,0.30960000000000004,61.800132802124836,1,1,0,1,True,False,False,False,False,False
ENSPD003966,Female,21.0,2,0.8258164852255053,11.0,0.36414253897550114,0.43200000000000005,0.8059999999999999,2.0,0.2,4.3,Yes,No,Low,0.0,No,Salle 28,161.0,0.5263888888888889,1.0,0.3266193013590979,0.3552,61.59497568881685,0,0,0,1,False,False,False,False,False,True
ENSPD003967,Male,24.0,2,0.6734059097978228,21.0,0.6113585746102449,0.49200000000000005,0.645,1.0,1.1,11.8,Yes,Yes,Low,1.0,Yes,Salle 22,119.0,0.4625,1.0,0.3086712077744824,0.158,61.93600823045268,1,1,1,1,False,False,False,False,False,False
ENSPD003968,Male,24.0,4,0.6982892690513217,19.0,0.7416481069042317,0.7170000000000001,0.505,1.0,0.3,0.0,Yes,No,Middle,1.0,Yes,Salle 10,70.0,0.5263888888888889,1.0,0.28292330058512005,0.16119999999999998,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD003969,Female,23.0,4,0.9720062208398134,2.0,0.4064587973273942,0.872,0.621,1.0,1.4,9.6,Yes,Yes,Low,2.0,Yes,Salle 17,178.0,0.5791666666666667,1.0,0.34607058681848013,0.19640000000000002,61.916933638443936,0,1,1,1,False,False,False,False,True,False
ENSPD003970,Male,23.0,4,0.7371695178849144,17.0,0.6570155902004455,0.515,0.535,4.0,0.8,7.1,Yes,Yes,Middle,0.0,Yes,Salle 18,121.0,0.4361111111111111,1.0,0.34896210743076006,0.6648,61.59497568881685,1,1,1,1,False,False,False,False,False,True
ENSPD003971,Female,22.0,3,0.6391912908242613,23.0,0.6191536748329621,0.858,0.462,3.0,2.1,10.7,Yes,Yes,Middle,0.0,Yes,Salle 24,188.0,0.5152777777777777,1.0,0.26810345717004724,0.4608,61.800132802124836,0,1,1,1,True,False,False,False,False,False
ENSPD003972,Male,23.0,5,0.8273716951788491,11.0,0.5489977728285078,0.629,0.589,3.0,1.4,11.5,Yes,Yes,Middle,2.0,Yes,Salle 6,80.0,0.5111111111111111,1.0,0.33583720218869006,0.5334000000000001,61.800132802124836,1,1,1,1,True,False,False,False,False,False
ENSPD003973,Male,21.0,2,0.9175738724727839,5.0,0.6113585746102449,0.663,0.654,0.0,3.3,18.1,Yes,No,Low,2.0,No,Salle 24,231.0,0.7749999999999999,1.0,0.24371765508672547,0.0,61.916933638443936,1,0,0,1,False,False,False,False,True,False
ENSPD003974,Female,22.0,1,0.7760497667185068,14.0,0.6403118040089087,0.609,0.6070000000000001,0.0,0.7,8.4,Yes,No,High,2.0,Yes,Salle 23,96.0,0.5347222222222222,1.0,0.30513144780169243,0.0,61.93600823045268,0,0,1,1,False,False,False,False,False,False
ENSPD003975,Male,21.0,3,0.8491446345256609,10.0,0.7360801781737194,0.584,0.5870000000000001,0.0,0.1,10.6,Yes,No,Middle,0.0,Yes,Salle 29,154.0,0.5152777777777777,1.0,0.3409964033338504,0.0,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD003976,Female,21.0,3,0.6936236391912908,20.0,0.6581291759465479,0.6990000000000001,0.685,0.0,1.0,1.8,No,No,High,0.0,Yes,Salle 22,263.0,0.5847222222222221,1.0,0.25380270218487944,0.0,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD003977,Male,21.0,4,0.7045101088646967,19.0,0.5712694877505569,0.753,0.746,0.0,0.8,2.6,No,No,High,1.0,Yes,Salle 3,157.0,0.6791666666666665,1.0,0.21920262363337092,0.0,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD003978,Male,23.0,1,0.7418351477449457,17.0,0.6069042316258353,0.461,0.41100000000000003,1.0,0.9,6.4,No,No,Middle,1.0,Yes,Salle 5,186.0,0.37916666666666665,1.0,0.3911281288496937,0.1668,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD003979,Male,25.0,4,0.5800933125972006,27.0,0.8541202672605791,0.5860000000000001,0.59,2.0,1.6,17.0,No,No,Low,1.0,Yes,Salle 23,70.0,0.513888888888889,1.0,0.24824019650088566,0.292,60.567119565217396,1,0,1,0,False,True,False,False,False,False
ENSPD003980,Male,24.0,2,0.6143079315707621,25.0,0.7917594654788419,0.92,0.245,1.0,0.1,8.6,No,No,Middle,3.0,Yes,Salle 4,177.0,0.4819444444444444,1.0,0.27629499317578377,0.1504,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD003981,Female,19.0,3,0.9766718506998445,2.0,0.9365256124721604,0.652,0.608,0.0,0.9,8.1,No,No,Middle,1.0,No,Salle 6,212.0,0.6805555555555556,1.0,0.2976128851589378,0.0,61.916933638443936,0,0,0,0,False,False,False,False,True,False
ENSPD003982,Female,25.0,1,0.9999999999999999,0.0,0.6469933184855233,0.672,0.67,4.0,1.6,13.8,No,No,Middle,2.0,Yes,Salle 17,186.0,0.6430555555555555,1.0,0.32189624754889523,0.8,61.916933638443936,0,0,1,0,False,False,False,False,True,False
ENSPD003983,Male,21.0,3,0.9999999999999999,0.0,0.46325167037861914,0.8300000000000001,0.7540000000000001,3.0,1.1,12.8,No,No,Middle,1.0,No,Salle 2,188.0,0.7319444444444445,1.0,0.2823939466126201,0.6,61.800132802124836,1,0,0,0,True,False,False,False,False,False
ENSPD003984,Male,23.0,4,0.47278382581648504,34.0,0.5367483296213809,0.53,0.6709999999999999,1.0,2.2,15.9,Yes,Yes,Middle,0.0,Yes,Salle 24,230.0,0.46944444444444444,1.0,0.2309919921822751,0.13219999999999998,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD003985,Female,20.0,2,0.4556765163297044,35.0,0.41202672605790647,0.614,0.75,0.0,0.4,10.9,Yes,No,Low,1.0,No,Salle 22,185.0,0.4888888888888888,1.0,0.21580803638027538,0.0,61.800132802124836,0,0,0,1,True,False,False,False,False,False
ENSPD003986,Female,22.0,1,0.4976671850699844,32.0,0.7383073496659243,0.767,0.653,1.0,0.3,6.9,Yes,No,Middle,3.0,Yes,Salle 10,83.0,0.6569444444444444,1.0,0.16608091184243493,0.13540000000000002,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD003987,Male,23.0,3,0.7449455676516329,16.0,0.512249443207127,0.843,0.505,1.0,0.7,9.8,No,No,Low,1.0,Yes,Salle 15,154.0,0.523611111111111,1.0,0.3003726504877594,0.1672,61.59497568881685,1,0,1,0,False,False,False,False,False,True
ENSPD003988,Male,19.0,4,0.19595645412130624,52.0,0.1002227171492205,0.19399999999999998,0.41700000000000004,1.0,0.2,7.8,Yes,No,Middle,1.0,No,Salle 6,230.0,0.04444444444444445,0.0,0.4491024059838328,0.09659999999999999,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD003989,Male,23.0,2,0.609642301710731,25.0,0.6113585746102449,0.48700000000000004,0.5870000000000001,0.0,0.5,5.4,No,No,Middle,1.0,Yes,Salle 24,71.0,0.6124999999999999,1.0,0.21577987891796377,0.0,60.567119565217396,1,0,1,0,False,True,False,False,False,False
ENSPD003990,Female,25.0,2,0.9828926905132193,1.0,0.5144766146993318,0.44,0.48700000000000004,1.0,0.2,5.3,Yes,No,Middle,2.0,Yes,Salle 24,185.0,0.3847222222222222,1.0,0.4860503235418089,0.1978,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD003991,Male,22.0,2,0.9035769828926904,6.0,0.5144766146993318,0.598,0.616,0.0,1.0,11.0,Yes,No,Middle,1.0,No,Salle 16,298.0,0.4722222222222222,1.0,0.3873431723081361,0.0,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD003992,Male,25.0,5,0.625194401244168,24.0,0.8897550111358574,0.454,0.542,0.0,2.5,11.1,Yes,No,Middle,1.0,No,Salle 17,109.0,0.5347222222222222,1.0,0.2539449260403558,0.0,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD003993,Female,22.0,2,0.6391912908242613,23.0,0.40868596881959907,0.74,0.7240000000000001,1.0,0.7,4.9,No,No,Low,0.0,Yes,Salle 25,298.0,0.4986111111111111,1.0,0.2765233516135772,0.1536,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD003994,Male,24.0,1,0.8258164852255053,11.0,0.799554565701559,0.6509999999999999,0.65,0.0,0.0,4.0,Yes,No,High,1.0,Yes,Salle 4,121.0,0.6597222222222222,1.0,0.2623664268445485,0.0,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD003995,Male,18.0,4,0.8942457231726283,7.0,0.512249443207127,0.78,0.7290000000000001,0.0,1.6,11.6,Yes,No,Middle,1.0,No,Salle 2,230.0,0.6375,1.0,0.29256755347358343,0.0,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD003996,Male,27.0,3,0.7231726283048211,24.0,0.388641425389755,0.792,0.728,3.0,2.4,14.5,No,No,Middle,1.0,Yes,Salle 19,212.0,0.5097222222222222,1.0,0.3002244885629731,0.4932000000000001,61.916933638443936,1,0,1,0,False,False,False,False,True,False
ENSPD003997,Male,25.0,1,0.6765163297045101,21.0,0.8953229398663696,0.742,0.604,3.0,1.0,8.9,No,No,Low,0.0,Yes,Salle 7,96.0,0.7,1.0,0.20378512652559863,0.47520000000000007,61.93600823045268,1,0,1,0,False,False,False,False,False,False
ENSPD003998,Male,21.0,5,0.6143079315707621,25.0,0.7639198218262806,0.616,0.616,0.0,0.7,8.3,Yes,Yes,Middle,3.0,No,Salle 9,80.0,0.5208333333333334,1.0,0.2567885723194604,0.0,61.800132802124836,1,1,0,1,True,False,False,False,False,False
ENSPD003999,Male,18.0,3,0.47122861586314146,34.0,0.7639198218262806,0.639,0.74,0.0,1.3,11.5,Yes,No,Low,2.0,Yes,Salle 23,130.0,0.6888888888888889,1.0,0.14859997495959312,0.0,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD004000,Male,23.0,3,0.6796267496111975,21.0,0.6714922048997773,0.537,1.0,2.0,0.2,3.1,No,No,Middle,1.0,Yes,Salle 28,130.0,0.726388888888889,1.0,0.19583056839677318,0.31760000000000005,61.93600823045268,1,0,1,0,False,False,False,False,False,False
ENSPD004001,Male,19.0,2,0.6640746500777605,22.0,0.7104677060133631,0.374,0.44200000000000006,0.0,2.1,13.5,No,Yes,Middle,1.0,Yes,Salle 17,298.0,0.3416666666666667,0.0,0.3874431825978467,0.0,61.36358885017421,1,1,1,0,False,False,False,True,False,False
ENSPD004002,Female,23.0,4,0.48522550544323495,33.0,0.40423162583518935,0.792,0.648,1.0,2.6,18.0,Yes,No,High,1.0,Yes,Salle 22,121.0,0.5083333333333333,1.0,0.21766890576852024,0.1338,61.59497568881685,0,0,1,1,False,False,False,False,False,True
ENSPD004003,Female,23.0,2,0.8413685847589424,10.0,0.6291759465478842,0.605,0.401,2.0,2.4,18.0,Yes,No,Low,3.0,Yes,Salle 22,231.0,0.4041666666666667,1.0,0.4124646165895961,0.3592,61.916933638443936,0,0,1,1,False,False,False,False,True,False
ENSPD004004,Male,20.0,2,0.8102643856920683,12.0,0.455456570155902,0.35000000000000003,0.636,1.0,0.8,0.2,No,No,Low,0.0,Yes,Salle 15,185.0,0.34305555555555556,0.0,0.4502225093827059,0.1756,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD004005,Male,22.0,1,0.7231726283048211,10.0,0.6113585746102449,0.7170000000000001,0.505,1.0,3.7,15.8,No,No,Middle,1.0,Yes,Salle 21,143.0,0.44305555555555554,1.0,0.3391472461801187,0.16440000000000002,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD004006,Male,24.0,4,0.5769828926905131,27.0,0.6792873051224945,0.58,0.616,2.0,5.9,32.4,Yes,Yes,Middle,1.0,Yes,Salle 17,230.0,0.4736111111111111,1.0,0.267085751014147,0.2912,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD004007,Male,24.0,3,0.3499222395023328,42.0,0.8040089086859689,0.249,0.6709999999999999,1.0,0.7,6.7,Yes,No,High,0.0,No,Salle 21,104.0,0.4291666666666667,1.0,0.20368698537583055,0.1164,60.567119565217396,1,0,0,1,False,True,False,False,False,False
