gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Male,25.0,Mecanique,5,83.8,16.0,76.6,56.4,62.7,0.0,2.5,11.9,Yes,No,Middle,3.0,No,Salle 3,67.0
Female,21.0,GenieCivil,3,85.9,14.0,77.9,65.4,91.9,2.0,0.4,3.8,No,No,Middle,1.0,No,Salle 29,185.0
Male,21.0,Mecanique,4,99.2,1.0,65.1,49.3,76.2,0.0,0.1,6.4,Yes,No,High,2.0,No,Salle 13,178.0
Male,25.0,Energetique,2,75.6,24.0,76.4,67.8,53.5,0.0,2.6,17.2,Yes,No,Low,0.0,Yes,Salle 19,71.0
Female,20.0,GenieCivil,1,72.3,28.0,66.5,53.2,88.0,3.0,3.3,16.1,No,Yes,Middle,1.0,Yes,Salle 26,149.0
Other,22.0,Electrique,3,66.4,34.0,100.0,87.2,66.4,0.0,1.7,9.7,Yes,No,Low,0.0,Yes,Salle 20,188.0
Female,22.0,GenieCivil,2,83.7,16.0,64.4,30.2,77.1,1.0,9.0,11.5,Yes,No,Middle,0.0,No,Salle 26,177.0
Female,24.0,Informatique,5,94.0,6.0,59.1,46.2,90.4,0.0,5.0,31.4,Yes,No,Middle,2.0,Yes,Salle 27,109.0
Male,21.0,Mecanique,2,91.9,8.0,79.7,55.9,96.7,2.0,5.1,32.1,Yes,No,Middle,2.0,Yes,Salle 15,231.0
Male,22.0,Electrique,2,76.8,23.0,65.7,70.1,63.5,3.0,4.4,21.0,Yes,No,Middle,1.0,Yes,Salle 24,185.0
Female,19.0,Chimie,4,75.4,25.0,80.7,48.0,62.7,1.0,0.5,5.2,No,No,Middle,1.0,Yes,Salle 8,93.0
Male,19.0,Informatique,5,84.3,16.0,52.8,41.7,39.4,0.0,1.1,8.3,No,No,Middle,1.0,Yes,Salle 8,109.0
Female,21.0,Mecanique,2,70.9,29.0,57.5,84.7,63.5,0.0,2.5,11.5,No,No,Middle,1.0,Yes,Salle 23,231.0
Male,23.0,Telecom,2,86.9,13.0,65.5,60.2,94.0,1.0,1.2,16.6,Yes,No,Middle,1.0,Yes,Salle 19,161.0
Female,23.0,Electrique,3,98.9,1.0,69.1,69.8,86.1,1.0,0.8,9.8,Yes,No,Low,3.0,No,Salle 1,188.0
Male,19.0,Informatique,4,80.9,19.0,79.1,56.4,57.5,1.0,0.3,7.3,Yes,No,Middle,1.0,Yes,Salle 21,230.0
Female,24.0,Telecom,1,83.8,16.0,73.4,73.0,41.3,1.0,1.9,18.2,No,No,Middle,2.0,Yes,Salle 22,121.0
Female,21.0,Telecom,2,99.5,0.0,36.7,61.6,70.1,1.0,3.4,25.1,No,No,Middle,1.0,No,Salle 1,161.0
Female,21.0,Mecanique,1,74.7,25.0,59.1,38.7,57.3,1.0,0.6,5.2,Yes,No,High,2.0,Yes,Salle 12,186.0
Male,22.0,Mecanique,3,83.2,17.0,75.1,88.5,67.4,1.0,4.6,18.6,No,No,Middle,1.0,Yes,Salle 23,212.0
Male,21.0,GenieCivil,1,63.4,37.0,65.1,34.7,94.0,1.0,0.7,13.6,Yes,No,Middle,0.0,No,Salle 2,149.0
Male,22.0,Telecom,2,84.4,16.0,84.9,35.9,53.8,2.0,0.1,3.9,Yes,No,Middle,2.0,No,Salle 30,161.0
Female,21.0,Electrique,3,75.4,25.0,64.0,72.3,53.3,2.0,0.5,0.3,No,No,High,1.0,No,Salle 16,188.0
Male,21.0,Telecom,2,56.1,44.0,83.3,47.9,51.8,0.0,1.1,13.0,Yes,No,Low,1.0,No,Salle 2,161.0
Male,25.0,Mecanique,3,82.2,10.0,65.1,64.1,28.8,1.0,0.2,8.4,No,No,Middle,1.0,Yes,Salle 15,212.0
Female,17.0,Energetique,3,79.2,21.0,85.4,40.0,65.2,1.0,0.5,13.5,Yes,No,Middle,2.0,Yes,Salle 17,104.0
Male,22.0,Informatique,2,93.8,6.0,56.4,59.8,61.6,0.0,1.0,11.0,Yes,No,Middle,1.0,No,Salle 16,298.0
Male,23.0,GenieCivil,1,92.4,8.0,65.1,66.9,63.7,1.0,1.1,11.1,Yes,No,Middle,1.0,No,Salle 29,149.0
Female,22.0,GenieCivil,1,80.3,20.0,63.2,74.7,61.3,1.0,4.2,23.5,Yes,No,High,1.0,Yes,Salle 25,149.0
Male,26.0,Energetique,1,63.1,37.0,59.2,81.2,79.8,1.0,0.7,17.0,Yes,No,Low,1.0,Yes,Salle 17,83.0
Male,24.0,Telecom,5,91.0,9.0,57.3,91.1,63.5,1.0,0.9,10.3,Yes,No,Middle,3.0,Yes,Salle 4,60.0
Female,25.0,Telecom,4,88.9,11.0,63.0,71.3,62.4,3.0,1.4,8.8,Yes,No,High,2.0,Yes,Salle 26,121.0
Female,25.0,GenieCivil,4,94.3,6.0,56.5,39.0,53.5,0.0,1.1,1.3,Yes,No,Low,1.0,Yes,Salle 14,173.0
Female,23.0,Electrique,1,98.8,1.0,83.1,64.1,32.1,2.0,2.2,14.2,Yes,No,Low,0.0,No,Salle 4,143.0
Female,20.0,GenieCivil,5,69.1,31.0,100.0,52.7,62.1,3.0,0.2,11.3,Yes,No,Middle,1.0,No,Salle 12,70.0
Female,23.0,Informatique,3,100.0,0.0,56.8,49.4,42.3,2.0,1.4,7.1,No,No,Middle,1.0,Yes,Salle 22,263.0
Male,19.0,Chimie,1,65.9,34.0,58.0,49.6,82.7,0.0,0.3,3.4,Yes,No,Middle,3.0,Yes,Salle 11,96.0
Female,20.0,Electrique,5,88.9,11.0,49.4,51.9,85.2,0.0,0.8,8.1,No,Yes,Middle,1.0,No,Salle 2,80.0
Female,22.0,Informatique,2,63.9,36.0,62.6,78.7,30.5,0.0,2.7,11.5,No,No,High,3.0,Yes,Salle 10,298.0
Female,23.0,GenieCivil,2,89.9,10.0,53.4,60.2,46.1,3.0,0.2,6.1,No,No,Low,1.0,Yes,Salle 14,177.0
Male,25.0,Informatique,4,63.6,36.0,64.5,73.2,66.2,1.0,1.6,10.2,Yes,No,High,1.0,Yes,Salle 9,230.0
Male,22.0,Mecanique,2,85.2,15.0,61.2,82.0,25.2,0.0,0.9,11.5,Yes,No,Middle,0.0,Yes,Salle 5,231.0
Male,21.0,Informatique,1,75.1,25.0,76.8,54.7,55.9,1.0,1.0,0.8,Yes,Yes,Middle,1.0,Yes,Salle 26,248.0
Female,22.0,Mecanique,2,97.3,3.0,77.0,60.5,50.1,1.0,0.2,10.0,Yes,Yes,High,1.0,No,Salle 19,231.0
Male,21.0,Telecom,4,94.0,6.0,60.1,72.9,46.2,0.0,2.5,8.8,No,No,Low,0.0,Yes,Salle 18,121.0
Male,25.0,Telecom,5,78.1,22.0,45.6,63.9,89.3,1.0,1.4,4.0,No,No,Middle,0.0,Yes,Salle 19,60.0
Female,21.0,Electrique,3,85.1,15.0,71.3,76.4,24.0,1.0,0.9,13.7,No,No,Middle,1.0,Yes,Salle 13,188.0
Male,24.0,Telecom,3,100.0,0.0,77.3,81.9,59.4,2.0,8.0,35.9,No,No,Low,0.0,No,Salle 3,154.0
Male,21.0,GenieCivil,3,82.2,31.0,74.0,55.4,71.8,2.0,4.0,22.6,Yes,No,Middle,2.0,No,Salle 25,185.0
Female,23.0,Informatique,2,78.3,22.0,61.2,85.9,78.8,2.0,2.1,17.0,Yes,No,Low,1.0,No,Salle 27,298.0
Female,21.0,Electrique,1,97.8,2.0,54.5,46.3,92.8,2.0,0.1,5.7,Yes,No,Middle,1.0,Yes,Salle 6,143.0
Male,23.0,GenieCivil,1,93.0,7.0,47.3,65.2,26.3,2.0,0.2,8.4,Yes,Yes,High,3.0,Yes,Salle 25,149.0
Female,20.0,Chimie,3,100.0,0.0,59.6,78.2,49.4,1.0,2.5,13.9,Yes,No,Low,0.0,No,Salle 24,130.0
Male,23.0,Chimie,4,82.2,35.0,61.6,60.1,59.4,0.0,4.2,18.6,Yes,No,High,0.0,Yes,Salle 8,93.0
Male,19.0,Electrique,2,75.4,25.0,65.7,65.2,82.0,0.0,2.7,13.9,Yes,No,Middle,1.0,Yes,Salle 26,185.0
Male,21.0,Electrique,1,86.7,13.0,59.2,70.3,100.0,4.0,2.6,19.6,No,No,Low,0.0,Yes,Salle 13,143.0
Male,22.0,Mecanique,4,80.4,20.0,68.4,63.0,61.0,2.0,4.5,24.5,Yes,No,Middle,1.0,Yes,Salle 12,178.0
Male,20.0,Telecom,3,84.1,16.0,66.9,82.3,89.0,3.0,1.9,17.6,Yes,No,Middle,1.0,Yes,Salle 3,154.0
Male,25.0,GenieCivil,1,85.4,15.0,79.7,54.5,76.6,1.0,1.6,9.5,Yes,No,Low,1.0,Yes,Salle 2,149.0
Male,18.0,Telecom,2,91.7,8.0,45.4,53.5,26.1,1.0,6.3,28.2,No,No,Middle,2.0,Yes,Salle 5,161.0
Male,19.0,Informatique,2,91.1,9.0,69.1,47.0,42.2,1.0,1.3,7.4,No,No,High,1.0,Yes,Salle 23,298.0
Male,25.0,Informatique,3,78.1,22.0,59.0,73.8,93.4,2.0,0.0,7.1,No,No,Low,0.0,Yes,Salle 3,263.0
Female,20.0,Mecanique,1,89.1,11.0,67.3,95.6,93.3,2.0,5.0,26.0,Yes,No,Low,0.0,No,Salle 30,186.0
Male,23.0,Telecom,3,92.2,8.0,81.8,76.8,95.6,0.0,1.6,9.3,Yes,No,Low,2.0,No,Salle 17,154.0
Female,23.0,Mecanique,2,87.2,13.0,70.3,46.9,97.8,0.0,2.9,10.1,Yes,No,High,3.0,Yes,Salle 7,231.0
Male,21.0,GenieCivil,3,81.8,18.0,51.1,77.1,18.4,1.0,2.4,7.0,No,No,Low,3.0,No,Salle 27,185.0
Female,20.0,Informatique,2,75.9,24.0,54.5,48.7,68.6,0.0,2.4,14.2,No,Yes,Middle,2.0,Yes,Salle 20,298.0
Male,20.0,Electrique,2,59.7,40.0,61.4,61.4,78.6,2.0,2.8,12.1,Yes,No,Middle,1.0,Yes,Salle 20,185.0
Female,21.0,Energetique,4,93.1,7.0,64.8,34.1,63.5,1.0,3.2,11.5,No,No,Middle,0.0,No,Salle 27,70.0
Male,22.0,Informatique,2,73.5,26.0,39.9,61.6,69.7,0.0,2.3,17.9,Yes,No,Middle,2.0,Yes,Salle 24,298.0
Male,25.0,Chimie,1,79.2,21.0,79.0,55.5,45.7,1.0,1.0,9.7,Yes,No,Middle,0.0,Yes,Salle 28,96.0
Male,22.0,Mecanique,1,69.0,31.0,62.7,50.2,45.0,2.0,3.2,21.5,Yes,No,High,2.0,No,Salle 16,186.0
Male,23.0,Informatique,2,98.7,1.0,47.5,76.9,20.1,3.0,2.1,13.5,Yes,Yes,High,3.0,Yes,Salle 20,298.0
Male,22.0,Informatique,2,91.2,9.0,93.7,91.0,63.5,4.0,0.9,15.2,No,No,High,1.0,No,Salle 4,298.0
Female,21.0,Telecom,3,99.3,1.0,100.0,54.2,94.6,1.0,0.7,12.3,No,No,Middle,0.0,No,Salle 19,154.0
Male,18.0,Electrique,2,66.2,34.0,80.6,61.6,63.5,2.0,0.7,11.7,Yes,No,Middle,0.0,Yes,Salle 10,185.0
Male,21.0,GenieCivil,2,92.4,8.0,65.8,52.5,80.2,1.0,1.1,4.3,Yes,No,Middle,1.0,No,Salle 4,177.0
Male,22.0,Informatique,2,92.7,7.0,66.6,61.6,59.3,0.0,1.7,11.5,Yes,No,High,1.0,No,Salle 7,298.0
Male,22.0,Mecanique,1,90.2,10.0,41.1,57.6,62.6,2.0,2.2,16.4,No,Yes,Middle,2.0,Yes,Salle 27,186.0
Male,18.0,GenieCivil,3,80.4,20.0,88.5,53.2,47.2,3.0,1.5,7.8,Yes,No,High,1.0,No,Salle 2,185.0
Male,22.0,Energetique,3,78.8,21.0,58.8,76.7,43.8,0.0,3.7,23.0,Yes,No,Low,1.0,Yes,Salle 17,104.0
Male,21.0,Informatique,1,90.7,9.0,92.9,67.3,52.8,2.0,1.4,11.7,Yes,Yes,Middle,1.0,Yes,Salle 15,248.0
Male,20.0,Informatique,3,100.0,0.0,89.2,89.5,72.6,0.0,5.1,22.0,Yes,No,Middle,0.0,Yes,Salle 11,263.0
Male,22.0,Electrique,2,95.3,5.0,50.3,74.7,100.0,2.0,0.7,7.0,Yes,No,Middle,0.0,Yes,Salle 29,185.0
Male,22.0,Mecanique,4,67.8,32.0,56.5,60.9,63.5,0.0,2.7,20.7,Yes,No,Low,1.0,Yes,Salle 28,178.0
Male,20.0,Chimie,3,79.7,20.0,85.9,50.8,89.4,1.0,1.7,13.8,Yes,No,Middle,0.0,Yes,Salle 18,130.0
Male,25.0,GenieCivil,2,71.7,28.0,65.1,40.3,79.7,0.0,3.1,14.6,Yes,No,Low,2.0,Yes,Salle 23,177.0
Male,24.0,Mecanique,3,69.0,31.0,53.9,59.7,63.5,3.0,1.4,6.5,Yes,No,Low,1.0,Yes,Salle 26,212.0
Male,25.0,Informatique,5,75.9,24.0,90.1,45.4,54.2,0.0,2.5,11.1,Yes,No,Middle,1.0,No,Salle 17,109.0
Male,23.0,Mecanique,5,100.0,0.0,53.9,44.2,56.3,1.0,0.1,3.5,No,No,Middle,0.0,Yes,Salle 7,67.0
Male,22.0,Electrique,4,89.6,10.0,65.9,50.9,68.7,1.0,3.9,17.6,Yes,No,Middle,2.0,Yes,Salle 15,157.0
Female,20.0,Mecanique,1,85.5,14.0,44.6,73.4,63.5,2.0,2.1,11.5,Yes,Yes,Middle,1.0,Yes,Salle 25,186.0
Male,22.0,Chimie,3,94.1,6.0,77.9,23.9,100.0,1.0,1.2,4.8,Yes,No,Low,1.0,No,Salle 22,130.0
Male,21.0,Informatique,1,89.5,10.0,64.0,41.8,87.4,0.0,1.3,5.4,Yes,No,Low,2.0,Yes,Salle 26,248.0
Female,24.0,GenieCivil,2,93.4,7.0,42.6,65.6,42.2,1.0,1.6,8.8,Yes,No,Low,2.0,Yes,Salle 8,177.0
Male,24.0,Chimie,3,93.2,7.0,71.6,37.3,47.5,2.0,1.4,23.3,Yes,Yes,High,1.0,No,Salle 22,130.0
Female,19.0,Chimie,2,67.6,32.0,73.6,74.8,66.2,3.0,0.4,4.0,Yes,No,Middle,1.0,Yes,Salle 10,119.0
Female,22.0,Informatique,4,81.3,19.0,69.7,38.8,63.5,1.0,0.5,3.6,No,No,Low,0.0,Yes,Salle 17,230.0
Female,18.0,Telecom,3,98.4,2.0,66.4,64.2,93.0,0.0,0.7,10.1,Yes,No,Middle,1.0,Yes,Salle 18,154.0
Male,21.0,Informatique,2,65.7,34.0,53.0,34.0,80.3,1.0,7.5,37.3,Yes,No,High,0.0,Yes,Salle 4,298.0
Male,21.0,Energetique,4,100.0,0.0,66.1,20.0,57.3,2.0,0.4,5.3,Yes,Yes,Middle,0.0,Yes,Salle 30,70.0
Female,23.0,Informatique,2,84.8,15.0,58.2,54.5,76.9,1.0,5.4,26.5,No,No,Middle,2.0,Yes,Salle 6,298.0
Male,21.0,Electrique,4,91.5,8.0,68.2,57.8,63.5,1.0,3.5,21.0,No,Yes,High,1.0,Yes,Salle 20,157.0
Male,22.0,Mecanique,5,83.8,16.0,73.5,34.5,53.2,2.0,3.8,21.0,Yes,No,Middle,1.0,No,Salle 1,67.0
Male,23.0,Telecom,2,61.1,39.0,51.9,59.0,40.6,2.0,1.5,9.8,Yes,No,Middle,2.0,Yes,Salle 22,161.0
Female,20.0,Informatique,1,81.6,18.0,66.3,92.3,31.8,3.0,4.8,25.9,Yes,No,Middle,1.0,Yes,Salle 4,248.0
Male,20.0,GenieCivil,3,75.5,24.0,49.9,55.9,76.0,0.0,2.0,13.9,Yes,No,Middle,2.0,Yes,Salle 4,185.0
Female,21.0,GenieCivil,2,69.1,31.0,71.2,75.5,66.2,4.0,0.7,7.2,Yes,No,High,1.0,Yes,Salle 2,177.0
Male,26.0,Informatique,3,75.9,24.0,63.1,42.6,84.3,2.0,1.4,2.2,No,No,Middle,1.0,Yes,Salle 2,263.0
Male,24.0,Informatique,3,79.8,20.0,48.8,85.1,81.4,1.0,0.5,3.8,Yes,No,Middle,1.0,No,Salle 11,263.0
Male,23.0,Informatique,3,82.9,17.0,55.0,57.8,63.5,1.0,1.4,11.1,No,No,Middle,0.0,No,Salle 26,263.0
Male,21.0,Electrique,3,89.9,10.0,66.4,40.1,54.5,1.0,0.4,12.1,Yes,No,Low,0.0,No,Salle 1,188.0
Female,17.0,Informatique,2,95.5,4.0,65.1,64.1,52.1,1.0,4.5,21.5,Yes,No,Middle,1.0,Yes,Salle 28,298.0
Male,22.0,Chimie,3,66.9,33.0,47.1,60.7,89.8,0.0,0.5,6.6,Yes,No,Low,0.0,Yes,Salle 2,130.0
Male,22.0,Telecom,2,70.6,29.0,80.0,61.4,63.5,2.0,2.5,11.8,Yes,No,High,1.0,Yes,Salle 20,161.0
Female,24.0,GenieCivil,5,70.6,29.0,50.9,56.3,33.3,1.0,1.9,12.1,Yes,No,Low,1.0,Yes,Salle 20,70.0
Male,22.0,Mecanique,2,73.0,27.0,70.7,51.8,97.2,2.0,0.2,0.0,Yes,No,Middle,5.0,Yes,Salle 15,231.0
Female,18.0,GenieCivil,2,72.2,28.0,79.5,72.8,77.4,1.0,3.3,19.0,Yes,No,Middle,0.0,Yes,Salle 14,177.0
Male,22.0,Mecanique,1,89.2,11.0,57.6,62.3,73.0,2.0,1.4,16.0,No,No,Low,1.0,Yes,Salle 8,186.0
Male,19.0,GenieCivil,3,73.2,27.0,71.2,73.5,65.9,0.0,2.3,9.3,Yes,No,Middle,0.0,Yes,Salle 26,185.0
Female,21.0,Electrique,2,92.0,8.0,78.6,61.6,49.1,0.0,0.6,11.6,Yes,No,Middle,1.0,Yes,Salle 8,185.0
Female,23.0,Electrique,5,82.2,2.0,65.8,62.5,74.4,1.0,6.9,37.5,Yes,No,Middle,0.0,No,Salle 1,80.0
Female,17.0,GenieCivil,1,72.2,28.0,60.7,91.7,69.9,3.0,0.8,12.6,Yes,No,Low,2.0,Yes,Salle 2,149.0
Male,22.0,Mecanique,2,83.6,16.0,73.9,44.5,68.1,0.0,0.7,4.3,Yes,No,Middle,1.0,Yes,Salle 29,231.0
Female,20.0,Chimie,1,78.8,21.0,59.6,57.7,41.7,1.0,0.5,12.2,Yes,No,Middle,1.0,No,Salle 24,96.0
Female,21.0,Telecom,2,84.0,16.0,65.1,60.6,42.9,1.0,0.4,17.5,No,No,Low,0.0,Yes,Salle 20,161.0
Female,21.0,Telecom,2,77.1,23.0,64.5,46.1,51.7,0.0,5.3,21.5,Yes,No,Middle,1.0,No,Salle 25,161.0
Male,25.0,GenieCivil,2,62.7,37.0,64.0,69.0,59.8,2.0,6.9,30.7,Yes,No,High,0.0,Yes,Salle 23,177.0
Other,23.0,Telecom,4,94.7,5.0,66.5,63.8,61.9,1.0,2.4,12.1,Yes,No,Middle,0.0,No,Salle 11,121.0
Male,26.0,Telecom,3,73.5,26.0,41.7,45.3,39.4,1.0,1.8,12.5,Yes,No,Middle,1.0,Yes,Salle 5,154.0
Male,22.0,GenieCivil,1,76.8,23.0,80.9,85.0,49.7,1.0,2.2,7.2,Yes,No,Middle,0.0,Yes,Salle 2,149.0
Female,22.0,Electrique,1,99.7,0.0,39.2,67.2,34.4,1.0,0.2,2.1,No,Yes,Middle,0.0,Yes,Salle 11,143.0
Male,20.0,GenieCivil,4,96.4,4.0,70.8,82.4,33.8,4.0,0.2,14.9,Yes,No,Low,1.0,Yes,Salle 22,173.0
Female,22.0,Informatique,1,80.7,19.0,45.6,74.8,62.8,2.0,2.8,20.5,Yes,No,Low,3.0,No,Salle 4,248.0
Male,26.0,GenieCivil,2,78.3,22.0,84.7,49.7,100.0,0.0,0.4,7.0,Yes,No,Middle,1.0,No,Salle 22,177.0
Male,21.0,Mecanique,2,82.8,17.0,48.6,87.1,75.1,2.0,4.4,11.5,No,No,High,0.0,Yes,Salle 18,231.0
Male,20.0,GenieCivil,1,100.0,0.0,65.1,83.5,25.6,0.0,3.7,11.5,Yes,No,Middle,1.0,Yes,Salle 26,149.0
Other,21.0,GenieCivil,3,66.5,34.0,64.0,81.2,41.7,1.0,7.0,29.7,Yes,Yes,Middle,1.0,Yes,Salle 7,185.0
Female,25.0,Electrique,4,85.3,15.0,65.1,73.2,25.3,2.0,2.4,14.1,Yes,No,Middle,1.0,Yes,Salle 22,157.0
Female,23.0,Mecanique,5,83.0,17.0,53.4,55.5,31.0,0.0,3.2,13.7,No,No,Low,2.0,Yes,Salle 3,67.0
Male,23.0,Electrique,2,92.5,8.0,72.8,44.7,73.4,1.0,0.3,11.8,Yes,Yes,Middle,0.0,Yes,Salle 18,185.0
Male,23.0,Informatique,2,91.3,9.0,42.3,90.6,98.7,2.0,1.4,8.7,No,Yes,Middle,1.0,Yes,Salle 7,298.0
Male,18.0,Mecanique,3,82.2,18.0,55.5,65.1,68.5,2.0,0.0,6.5,Yes,Yes,Middle,2.0,No,Salle 21,212.0
Male,22.0,Energetique,3,75.1,25.0,62.7,68.4,38.0,1.0,1.6,14.5,No,Yes,Middle,3.0,No,Salle 17,104.0
Female,18.0,Informatique,3,70.9,29.0,53.7,58.6,43.5,1.0,5.6,28.4,No,No,High,1.0,Yes,Salle 4,263.0
Female,22.0,Telecom,3,65.8,34.0,65.9,39.5,45.4,0.0,3.2,18.3,Yes,No,Middle,0.0,Yes,Salle 29,154.0
Male,20.0,Mecanique,2,81.8,18.0,57.1,62.4,70.8,1.0,9.3,45.8,No,No,Middle,1.0,Yes,Salle 9,231.0
Male,22.0,Informatique,1,88.4,12.0,65.3,41.4,39.3,1.0,0.5,3.7,Yes,No,Middle,1.0,No,Salle 30,248.0
Female,21.0,Informatique,2,94.0,6.0,70.2,75.3,24.4,0.0,4.5,27.8,Yes,No,Middle,4.0,Yes,Salle 13,298.0
Female,23.0,Informatique,2,72.6,27.0,67.6,75.6,78.5,0.0,2.3,18.0,No,No,Middle,3.0,Yes,Salle 30,298.0
Other,21.0,Telecom,4,72.5,28.0,72.6,84.6,77.6,1.0,1.2,7.3,Yes,Yes,High,0.0,Yes,Salle 28,121.0
Female,22.0,GenieCivil,4,65.3,35.0,66.5,71.9,38.1,1.0,2.8,20.3,No,Yes,Middle,1.0,Yes,Salle 2,173.0
Male,18.0,Electrique,4,68.3,32.0,51.2,53.5,41.4,1.0,0.8,8.3,Yes,No,Middle,1.0,Yes,Salle 17,157.0
Female,25.0,Informatique,2,68.4,32.0,74.0,56.9,79.0,1.0,2.2,12.9,Yes,No,Low,3.0,No,Salle 6,298.0
Male,23.0,Informatique,2,70.5,30.0,65.1,55.0,61.5,1.0,4.6,28.1,Yes,No,Low,0.0,No,Salle 11,298.0
Female,23.0,Chimie,2,87.3,13.0,55.7,91.7,100.0,0.0,3.8,18.9,No,No,Middle,0.0,Yes,Salle 21,119.0
Male,21.0,GenieCivil,3,93.4,7.0,55.3,52.6,78.6,0.0,1.3,11.5,Yes,No,Middle,3.0,Yes,Salle 25,185.0
Male,22.0,Informatique,5,100.0,0.0,60.9,35.2,50.6,1.0,2.2,18.7,No,No,High,0.0,Yes,Salle 27,109.0
Male,25.0,Energetique,2,82.2,8.0,32.1,51.4,74.5,1.0,3.1,23.1,No,No,Low,2.0,Yes,Salle 15,71.0
Male,18.0,Electrique,3,100.0,0.0,35.8,80.2,66.3,4.0,2.4,12.0,No,No,High,2.0,Yes,Salle 10,188.0
Female,17.0,Energetique,4,64.2,36.0,64.4,95.0,88.7,0.0,0.4,4.7,Yes,No,High,2.0,Yes,Salle 30,70.0
Male,22.0,GenieCivil,2,80.2,20.0,83.5,53.5,21.9,3.0,2.5,9.5,No,No,Low,1.0,Yes,Salle 17,177.0
Male,21.0,Mecanique,2,100.0,0.0,72.6,46.0,42.8,1.0,0.4,11.0,Yes,No,Low,1.0,Yes,Salle 22,231.0
Female,23.0,Mecanique,2,49.1,51.0,65.1,81.6,22.3,1.0,0.0,2.9,Yes,No,Middle,1.0,No,Salle 11,231.0
Male,26.0,Chimie,4,88.2,12.0,74.7,38.5,65.6,1.0,2.8,14.7,Yes,No,Middle,1.0,Yes,Salle 3,93.0
Male,21.0,Energetique,3,82.2,20.0,87.6,59.4,96.0,0.0,1.4,5.7,Yes,No,Middle,1.0,Yes,Salle 19,104.0
Female,23.0,Informatique,3,85.8,14.0,56.3,57.5,42.6,2.0,2.5,11.5,Yes,No,Middle,3.0,Yes,Salle 22,263.0
Female,22.0,Chimie,2,93.9,6.0,40.4,75.5,66.6,1.0,10.2,45.3,No,No,Middle,0.0,Yes,Salle 29,119.0
Male,20.0,Informatique,4,91.0,9.0,84.9,68.0,39.7,2.0,1.4,12.5,Yes,No,High,0.0,Yes,Salle 2,230.0
Female,21.0,GenieCivil,3,86.5,14.0,79.5,53.0,47.6,0.0,8.6,40.1,Yes,No,Middle,0.0,Yes,Salle 3,185.0
Male,25.0,Mecanique,1,63.3,37.0,66.1,37.5,60.9,1.0,1.1,11.5,Yes,No,Low,0.0,Yes,Salle 17,186.0
Female,23.0,Informatique,1,81.8,18.0,58.4,30.0,39.7,3.0,2.9,23.5,Yes,No,Middle,1.0,No,Salle 26,248.0
Female,23.0,GenieCivil,1,100.0,0.0,69.7,65.3,63.5,4.0,5.5,29.4,No,No,Middle,1.0,No,Salle 27,149.0
Male,23.0,Mecanique,3,88.0,12.0,74.1,63.9,58.4,2.0,3.4,16.6,Yes,No,Middle,2.0,Yes,Salle 5,212.0
Male,23.0,Electrique,3,97.0,3.0,86.7,51.7,80.0,1.0,0.3,5.5,Yes,Yes,Middle,2.0,No,Salle 12,188.0
Female,21.0,Energetique,4,80.2,20.0,53.2,51.0,59.8,2.0,2.6,15.4,Yes,No,Middle,1.0,No,Salle 9,70.0
Male,23.0,Telecom,1,94.5,6.0,34.1,52.1,89.9,0.0,4.4,26.9,Yes,Yes,Middle,1.0,Yes,Salle 26,121.0
Male,21.0,Informatique,2,82.4,18.0,71.9,63.7,100.0,2.0,9.8,38.4,Yes,No,Low,0.0,Yes,Salle 12,298.0
Male,24.0,Mecanique,2,100.0,0.0,76.0,59.4,35.6,1.0,2.4,15.3,Yes,Yes,Middle,2.0,Yes,Salle 5,231.0
Female,20.0,Informatique,1,100.0,0.0,42.5,61.4,78.4,1.0,3.5,11.5,No,No,High,2.0,Yes,Salle 21,248.0
Male,21.0,GenieCivil,3,98.4,2.0,68.1,61.6,59.4,0.0,1.2,0.7,Yes,No,High,1.0,Yes,Salle 16,185.0
Male,23.0,Informatique,2,92.2,8.0,55.8,56.9,45.9,1.0,2.0,11.8,Yes,No,Low,1.0,Yes,Salle 24,298.0
Male,23.0,Chimie,4,88.5,12.0,47.7,52.5,85.5,0.0,6.0,32.8,Yes,No,Middle,0.0,Yes,Salle 1,93.0
Female,27.0,Informatique,3,91.5,8.0,89.7,59.8,31.1,0.0,0.3,4.4,No,No,High,1.0,Yes,Salle 20,263.0
Female,22.0,Mecanique,3,93.0,7.0,75.4,56.2,62.5,0.0,0.9,4.0,No,Yes,Low,1.0,No,Salle 22,212.0
Male,20.0,Informatique,3,69.5,30.0,68.7,53.8,41.3,1.0,5.5,25.0,No,No,Middle,0.0,No,Salle 13,263.0
Female,19.0,Mecanique,1,71.7,28.0,68.2,39.1,53.9,0.0,2.8,21.0,Yes,No,Low,1.0,Yes,Salle 23,186.0
Female,19.0,Chimie,3,67.0,33.0,64.2,18.3,62.8,1.0,1.9,12.5,Yes,No,High,1.0,No,Salle 26,130.0
Male,23.0,Informatique,4,93.7,6.0,67.9,44.0,47.5,1.0,0.6,10.4,No,No,Middle,0.0,Yes,Salle 2,230.0
Male,21.0,Informatique,4,94.2,6.0,87.1,58.6,47.5,2.0,3.8,27.5,Yes,No,Low,1.0,Yes,Salle 1,230.0
